order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
525070751,0,0,1,0.25,5:25:07,9:25:07,60,60,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
525130752,2,0,0,2,5:25:13,9:25:13,480,480,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
525250753,0,0,3,0.75,5:25:25,9:25:25,180,180,b6dd694ae05541dba369a2a759d2c2b9,5920212e6b0b46b198b9677bfe74f35d
525320754,1,0,0,1,5:25:32,9:25:32,240,240,32ab2049f3fb437881ff3912470d7840,f6faef4b36e743328800b961aced4a2c
525390755,0,0,1,0.25,5:25:39,9:25:39,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
526120756,0,0,1,0.25,5:26:12,9:26:12,60,60,32ab2049f3fb437881ff3912470d7840,f6faef4b36e743328800b961aced4a2c
526470757,1,0,0,1,5:26:47,9:26:47,240,240,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
527390758,0,0,1,0.25,5:27:39,9:27:39,60,60,d1f8de642d734931be957336196d996d,9f1a09c368584eba9e7f10a53d55caae
528050759,0,1,0,0.5,5:28:05,9:28:05,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
528120760,0,0,4,1,5:28:12,9:28:12,240,240,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
528190761,0,0,1,0.25,5:28:19,9:28:19,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
528240762,1,1,0,1.5,5:28:24,9:28:24,360,360,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
528300763,0,0,1,0.25,5:28:30,9:28:30,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
528360764,0,0,3,0.75,5:28:36,9:28:36,180,180,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
529010765,1,0,0,1,5:29:01,9:29:01,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
529010766,1,0,0,1,5:29:01,9:29:01,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
529010767,1,0,0,1,5:29:01,9:29:01,240,240,2445d4bd004c457d95957d6ecf77f759,5e2e9efa5ade4984bb18af66028bc0c8
529170768,0,0,1,0.25,5:29:17,9:29:17,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
529360769,0,1,0,0.5,5:29:36,9:29:36,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
529360770,0,1,0,0.5,5:29:36,9:29:36,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
529360771,0,1,0,0.5,5:29:36,9:29:36,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
529500772,0,0,1,0.25,5:29:50,9:29:50,60,60,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
530000773,1,0,0,1,5:30:00,9:30:00,240,240,ffd0ed8719f54294a452ed3e3b6a986c,f6faef4b36e743328800b961aced4a2c
530210774,7,0,0,7,5:30:21,9:30:21,1680,1680,3ad35edbd14b4dae8e5808d0b7e82a1a,b6dd694ae05541dba369a2a759d2c2b9
530440775,0,0,1,0.25,5:30:44,9:30:44,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
531010776,0,1,0,0.5,5:31:01,9:31:01,120,120,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
531500777,1,0,0,1,5:31:50,9:31:50,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
531590778,0,2,0,1,5:31:59,9:31:59,240,240,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
532020779,0,1,0,0.5,5:32:02,9:32:02,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
532020780,0,1,0,0.5,5:32:02,9:32:02,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
532020781,0,0,2,0.5,5:32:02,9:32:02,120,120,ffd0ed8719f54294a452ed3e3b6a986c,206128e3ee9a458d9cfd053cedc0fad6
532280782,0,0,1,0.25,5:32:28,9:32:28,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
532530783,1,1,0,1.5,5:32:53,9:32:53,360,360,32ab2049f3fb437881ff3912470d7840,f6faef4b36e743328800b961aced4a2c
532560784,2,0,0,2,5:32:56,9:32:56,480,480,ffd0ed8719f54294a452ed3e3b6a986c,206128e3ee9a458d9cfd053cedc0fad6
533220785,0,2,0,1,5:33:22,9:33:22,240,240,9b40bfd6ca1c432498685540652a5a8b,32ab2049f3fb437881ff3912470d7840
533470786,0,1,0,0.5,5:33:47,9:33:47,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
533500787,0,1,0,0.5,5:33:50,9:33:50,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
533500788,0,1,0,0.5,5:33:50,9:33:50,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
533500789,0,1,0,0.5,5:33:50,9:33:50,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
533500790,1,0,0,1,5:33:50,9:33:50,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
533500791,0,1,0,0.5,5:33:50,9:33:50,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
533540792,8,0,0,8,5:33:54,9:33:54,1920,1920,9b40bfd6ca1c432498685540652a5a8b,32ab2049f3fb437881ff3912470d7840
534160793,0,1,0,0.5,5:34:16,9:34:16,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
534560794,0,0,1,0.25,5:34:56,9:34:56,60,60,ffd0ed8719f54294a452ed3e3b6a986c,c4e793f5dc5a4026b54f5b9925de1196
535190795,1,0,0,1,5:35:19,9:35:19,240,240,f6faef4b36e743328800b961aced4a2c,ffd0ed8719f54294a452ed3e3b6a986c
535330796,0,1,1,0.75,5:35:33,9:35:33,180,180,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
535500797,5,0,0,5,5:35:50,9:35:50,1200,1200,d1f8de642d734931be957336196d996d,206128e3ee9a458d9cfd053cedc0fad6
536290798,9,0,4,10,5:36:29,9:36:29,2400,2400,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
536410799,1,0,0,1,5:36:41,9:36:41,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
536410800,1,0,0,1,5:36:41,9:36:41,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
536410801,1,0,0,1,5:36:41,9:36:41,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
536530802,0,0,2,0.5,5:36:53,9:36:53,120,120,7fb0acc4e2634440ba26a7ebc0040dc2,7b84670cf4164cccba22ebb17a2c290a
537050803,0,0,1,0.25,5:37:05,9:37:05,60,60,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
537540804,0,2,0,1,5:37:54,9:37:54,240,240,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
538550805,0,2,0,1,5:38:55,9:38:55,240,240,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
539370806,0,0,1,0.25,5:39:37,9:39:37,60,60,9f1a09c368584eba9e7f10a53d55caae,ffd0ed8719f54294a452ed3e3b6a986c
540180807,1,0,0,1,5:40:18,9:40:18,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
540200808,0,0,1,0.25,5:40:20,9:40:20,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
540220809,2,0,0,2,5:40:22,9:40:22,480,480,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
541000810,4,0,0,4,5:41:00,9:41:00,960,960,ffd0ed8719f54294a452ed3e3b6a986c,206128e3ee9a458d9cfd053cedc0fad6
541300811,0,1,0,0.5,5:41:30,9:41:30,120,120,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
542270812,1,0,0,1,5:42:27,9:42:27,240,240,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
542310813,10,0,0,10,5:42:31,9:42:31,2400,2400,5e2e9efa5ade4984bb18af66028bc0c8,9b40bfd6ca1c432498685540652a5a8b
542310814,0,1,0,0.5,5:42:31,9:42:31,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
542310815,1,0,0,1,5:42:31,9:42:31,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
542360816,0,1,0,0.5,5:42:36,9:42:36,120,120,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
542380817,0,1,0,0.5,5:42:38,9:42:38,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
542380818,1,0,0,1,5:42:38,9:42:38,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
542590819,0,0,1,0.25,5:42:59,9:42:59,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
543110820,0,0,1,0.25,5:43:11,9:43:11,60,60,206128e3ee9a458d9cfd053cedc0fad6,ffd0ed8719f54294a452ed3e3b6a986c
543140821,0,0,1,0.25,5:43:14,9:43:14,60,60,5e2e9efa5ade4984bb18af66028bc0c8,32ab2049f3fb437881ff3912470d7840
543140822,1,0,0,1,5:43:14,9:43:14,240,240,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
543300823,0,0,1,0.25,5:43:30,9:43:30,60,60,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
543480824,0,1,0,0.5,5:43:48,9:43:48,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
543540825,0,0,1,0.25,5:43:54,9:43:54,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
544080826,0,0,2,0.5,5:44:08,9:44:08,120,120,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
544080827,0,0,7,1.75,5:44:08,9:44:08,420,420,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
544480828,1,0,0,1,5:44:48,9:44:48,240,240,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
544550829,1,0,1,1.25,5:44:55,9:44:55,300,300,ffd0ed8719f54294a452ed3e3b6a986c,f6faef4b36e743328800b961aced4a2c
544590830,0,0,1,0.25,5:44:59,9:44:59,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
545440831,13,0,0,13,5:45:44,9:45:44,3120,3120,206128e3ee9a458d9cfd053cedc0fad6,d1f8de642d734931be957336196d996d
545560832,0,1,0,0.5,5:45:56,9:45:56,120,120,9f1a09c368584eba9e7f10a53d55caae,ffd0ed8719f54294a452ed3e3b6a986c
546020833,0,1,0,0.5,5:46:02,9:46:02,120,120,2445d4bd004c457d95957d6ecf77f759,5e2e9efa5ade4984bb18af66028bc0c8
546020834,0,1,0,0.5,5:46:02,9:46:02,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
546100835,0,1,0,0.5,5:46:10,9:46:10,120,120,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
546140836,1,0,0,1,5:46:14,9:46:14,240,240,99f05d5e71104b04838cff91b231a002,f6faef4b36e743328800b961aced4a2c
546420837,0,0,1,0.25,5:46:42,9:46:42,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
547270838,1,5,0,3.5,5:47:27,9:47:27,840,840,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
547320839,7,0,0,7,5:47:32,9:47:32,1680,1680,206128e3ee9a458d9cfd053cedc0fad6,ffd0ed8719f54294a452ed3e3b6a986c
547360840,0,2,0,1,5:47:36,9:47:36,240,240,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
547360841,0,1,0,0.5,5:47:36,9:47:36,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
547510842,0,3,0,1.5,5:47:51,9:47:51,360,360,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
547510843,0,1,0,0.5,5:47:51,9:47:51,120,120,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
547510844,0,1,0,0.5,5:47:51,9:47:51,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
547550845,0,1,0,0.5,5:47:55,9:47:55,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
548040846,0,1,0,0.5,5:48:04,9:48:04,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
548280847,0,0,1,0.25,5:48:28,9:48:28,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
548280848,0,0,1,0.25,5:48:28,9:48:28,60,60,5e2e9efa5ade4984bb18af66028bc0c8,b6dd694ae05541dba369a2a759d2c2b9
548280849,0,0,2,0.5,5:48:28,9:48:28,120,120,5e2e9efa5ade4984bb18af66028bc0c8,32ab2049f3fb437881ff3912470d7840
548540850,0,0,1,0.25,5:48:54,9:48:54,60,60,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
548590851,0,1,0,0.5,5:48:59,9:48:59,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
549060852,0,0,3,0.75,5:49:06,9:49:06,180,180,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
549170853,0,0,4,1,5:49:17,9:49:17,240,240,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
549590854,4,0,0,4,5:49:59,9:49:59,3960,3960,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
550330855,5,0,0,5,5:50:33,9:50:33,1200,1200,32ab2049f3fb437881ff3912470d7840,f6faef4b36e743328800b961aced4a2c
550560856,0,0,1,0.25,5:50:56,9:50:56,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
550580857,2,2,0,3,5:50:58,9:50:58,720,720,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
550580858,5,1,0,5.5,5:50:58,9:50:58,1320,1320,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
551010859,0,1,0,0.5,5:51:01,9:51:01,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
551010860,1,0,0,1,5:51:01,9:51:01,240,240,2445d4bd004c457d95957d6ecf77f759,5e2e9efa5ade4984bb18af66028bc0c8
551130861,1,0,0,1,5:51:13,9:51:13,240,240,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
551520862,0,1,0,0.5,5:51:52,9:51:52,120,120,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
552160863,1,0,0,1,5:52:16,9:52:16,240,240,32ab2049f3fb437881ff3912470d7840,5e2e9efa5ade4984bb18af66028bc0c8
552280864,1,0,0,1,5:52:28,9:52:28,240,240,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
552580865,0,0,2,0.5,5:52:58,9:52:58,120,120,ffd0ed8719f54294a452ed3e3b6a986c,f6faef4b36e743328800b961aced4a2c
553150866,0,0,2,0.5,5:53:15,9:53:15,120,120,ffd0ed8719f54294a452ed3e3b6a986c,206128e3ee9a458d9cfd053cedc0fad6
553360867,0,2,0,1,5:53:36,9:53:36,240,240,9b40bfd6ca1c432498685540652a5a8b,32ab2049f3fb437881ff3912470d7840
554110868,5,0,0,5,5:54:11,9:54:11,1200,1200,d1f8de642d734931be957336196d996d,9f1a09c368584eba9e7f10a53d55caae
554150869,0,0,2,0.5,5:54:15,9:54:15,120,120,d1f8de642d734931be957336196d996d,f6faef4b36e743328800b961aced4a2c
555000870,0,0,1,0.25,5:55:00,9:55:00,60,60,d1f8de642d734931be957336196d996d,f6faef4b36e743328800b961aced4a2c
555280871,0,2,0,1,5:55:28,9:55:28,240,240,2445d4bd004c457d95957d6ecf77f759,5e2e9efa5ade4984bb18af66028bc0c8
555310872,0,1,0,0.5,5:55:31,9:55:31,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
555310873,0,1,0,0.5,5:55:31,9:55:31,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
555470874,0,11,0,5.5,5:55:47,9:55:47,1320,1320,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
556250875,0,0,1,0.25,5:56:25,9:56:25,60,60,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
557210876,0,0,1,0.25,5:57:21,9:57:21,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
557300877,0,0,1,0.25,5:57:30,9:57:30,60,60,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
558050878,5,3,0,6.5,5:58:05,9:58:05,1560,1560,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
558380879,0,0,1,0.25,5:58:38,9:58:38,60,60,206128e3ee9a458d9cfd053cedc0fad6,ffd0ed8719f54294a452ed3e3b6a986c
559160880,1,0,0,1,5:59:16,9:59:16,240,240,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
559320881,1,0,0,1,5:59:32,9:59:32,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
559320882,1,0,0,1,5:59:32,9:59:32,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
559320883,0,0,1,0.25,5:59:32,9:59:32,60,60,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
559530884,0,2,0,1,5:59:53,9:59:53,240,240,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
600010885,0,0,1,0.25,6:00:01,10:00:01,60,60,5e2e9efa5ade4984bb18af66028bc0c8,b6dd694ae05541dba369a2a759d2c2b9
600400886,2,1,0,2.5,6:00:40,10:00:40,600,600,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
600410887,0,0,1,0.25,6:00:41,10:00:41,60,60,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
600480888,0,0,1,0.25,6:00:48,10:00:48,60,60,32ab2049f3fb437881ff3912470d7840,5e2e9efa5ade4984bb18af66028bc0c8
601130889,0,3,0,1.5,6:01:13,10:01:13,360,360,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
601160890,0,1,0,0.5,6:01:16,10:01:16,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
601210891,0,0,1,0.25,6:01:21,10:01:21,60,60,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
602050892,0,0,1,0.25,6:02:05,10:02:05,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
602280893,0,0,1,0.25,6:02:28,10:02:28,60,60,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
603010894,1,0,0,1,6:03:01,10:03:01,240,240,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
603010895,3,3,0,4.5,6:03:01,10:03:01,1080,1080,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
603370896,1,0,0,1,6:03:37,10:03:37,240,240,ffd0ed8719f54294a452ed3e3b6a986c,206128e3ee9a458d9cfd053cedc0fad6
603440897,0,0,2,0.5,6:03:44,10:03:44,120,120,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
603440898,0,2,0,1,6:03:44,10:03:44,240,240,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
604520899,1,0,0,1,6:04:52,10:04:52,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
605010900,2,1,0,2.5,6:05:01,10:05:01,600,600,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
605060901,4,0,0,4,6:05:06,10:05:06,4320,4320,5e2e9efa5ade4984bb18af66028bc0c8,9b40bfd6ca1c432498685540652a5a8b
606070902,0,0,2,0.5,6:06:07,10:06:07,120,120,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
606110903,0,1,0,0.5,6:06:11,10:06:11,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
606110904,0,1,0,0.5,6:06:11,10:06:11,120,120,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
606350905,0,1,0,0.5,6:06:35,10:06:35,120,120,9b40bfd6ca1c432498685540652a5a8b,32ab2049f3fb437881ff3912470d7840
607130906,0,0,1,0.25,6:07:13,10:07:13,60,60,ffd0ed8719f54294a452ed3e3b6a986c,f6faef4b36e743328800b961aced4a2c
607130907,0,0,2,0.5,6:07:13,10:07:13,120,120,32ab2049f3fb437881ff3912470d7840,5e2e9efa5ade4984bb18af66028bc0c8
607220908,1,1,0,1.5,6:07:22,10:07:22,360,360,99f05d5e71104b04838cff91b231a002,f6faef4b36e743328800b961aced4a2c
607340909,0,0,1,0.25,6:07:34,10:07:34,60,60,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
609060910,0,0,1,0.25,6:09:06,10:09:06,60,60,5e2e9efa5ade4984bb18af66028bc0c8,b6dd694ae05541dba369a2a759d2c2b9
609100911,0,0,4,1,6:09:10,10:09:10,240,240,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
609100912,0,3,0,1.5,6:09:10,10:09:10,360,360,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
609400913,6,3,0,7.5,6:09:40,10:09:40,1800,1800,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
609410914,0,0,5,1.25,6:09:41,10:09:41,300,300,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
609450915,0,0,2,0.5,6:09:45,10:09:45,120,120,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
610280916,1,2,0,2,6:10:28,10:10:28,480,480,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
610280917,0,1,0,0.5,6:10:28,10:10:28,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
610300918,0,0,1,0.25,6:10:30,10:10:30,60,60,32ab2049f3fb437881ff3912470d7840,f6faef4b36e743328800b961aced4a2c
610320919,0,1,0,0.5,6:10:32,10:10:32,120,120,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
610440920,1,0,0,1,6:10:44,10:10:44,240,240,5e2e9efa5ade4984bb18af66028bc0c8,b6dd694ae05541dba369a2a759d2c2b9
611010921,0,0,1,0.25,6:11:01,10:11:01,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
611380922,1,0,0,1,6:11:38,10:11:38,240,240,d1f8de642d734931be957336196d996d,206128e3ee9a458d9cfd053cedc0fad6
611520923,0,0,1,0.25,6:11:52,10:11:52,60,60,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
611540924,1,0,0,1,6:11:54,10:11:54,240,240,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
611540925,1,0,0,1,6:11:54,10:11:54,240,240,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
611550926,0,0,1,0.25,6:11:55,10:11:55,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
611570927,5,0,0,5,6:11:57,10:11:57,1200,1200,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
612220928,9,1,2,10,6:12:22,10:12:22,2400,2400,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
613000929,1,3,0,2.5,6:13:00,10:13:00,600,600,d1f8de642d734931be957336196d996d,9f1a09c368584eba9e7f10a53d55caae
613000930,0,1,0,0.5,6:13:00,10:13:00,120,120,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
613090931,1,0,0,1,6:13:09,10:13:09,240,240,ffd0ed8719f54294a452ed3e3b6a986c,f6faef4b36e743328800b961aced4a2c
613260932,0,0,1,0.25,6:13:26,10:13:26,60,60,9f1a09c368584eba9e7f10a53d55caae,ffd0ed8719f54294a452ed3e3b6a986c
613380933,0,0,1,0.25,6:13:38,10:13:38,60,60,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
613540934,1,0,0,1,6:13:54,10:13:54,240,240,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
614240935,0,1,1,0.75,6:14:24,10:14:24,180,180,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
614270936,0,2,1,1.25,6:14:27,10:14:27,300,300,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
614480937,1,0,0,1,6:14:48,10:14:48,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
615050938,0,0,1,0.25,6:15:05,10:15:05,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
615140939,1,2,0,2,6:15:14,10:15:14,480,480,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
615260940,1,0,0,1,6:15:26,10:15:26,240,240,d1f8de642d734931be957336196d996d,206128e3ee9a458d9cfd053cedc0fad6
